13	1392	304	80
13	1408	304	80
13	1424	304	80
#===== HANG 14			
#48	1536	288	218
13	1536	304	80
#===== HANG 15			
13	1536	368	80
13	1536	384	80
13	1536	400	80
13	1552	400	80
13	1568	400	80
13	1584	400	80
#===== HANG 16			
13	1728	288	80
13	1728	304	80
13	1728	320	80
#===== HANG 17			
13	1776	368	80
13	1792	368	80
13	1808	368	80

#==== MOVING BRICK=====
33	368	320	1313
33	560	352	1313
33	592	304	1313
33	624	400	1313
33	752	336	1313
33	1088	384	1313
33	1200	320	1313
33	1376	352	1313
33	1408	336	1313
33	1552	304	1313
33	1776	336	1313
33	1744	384	1313
33	1792	416	1313

#===== NORMAL RED KOOPAS===
17	1056	310	101
17	1984	320	101


#==== BOOMERANG ENEMY
#51	70	300	1315
34	2090	390	1315

#===== KOOPAS RED FLY
37	1872	394	101

#===== COIN
8	337	304	151
8	353	304	151
8	369	304	151
8	417	272	151
8	433	272	151
8	449	272	151
8	769	304	151
8	785	304	151
8	801	304	151
8	849	272	151
8	865	272	151
8	881	272	151
8	1329	288	151
8	1345	288	151
8	1361	288	151
8	1505	272	151
8	1505	288	151
8	1505	304	151
8	1505	320	151
8	1505	336	151
8	1505	352	151
8	1505	368	151
8	1505	384	151
8	1889	304	151
8	1905	304	151
8	1921	304	151
